location,alias_city,alias_address,georeferencingString,type
Ospitaletto : Via Sant'Antonio,Ospitaletto,Via Sant'Antonio,"Via Sant'Antonio, Ospitaletto, BS, Lombardia, Italia",POINT
OSPITALETTO: Via IV Novembre : COD.ASL 17127/1R ,OSPITALETTO,Via IV Novembre,"Via IV Novembre, OSPITALETTO, BS, Lombardia, Italia",POINT
Rodengo Saiano : Viale Europa,Rodengo Saiano,Viale Europa,"Viale Europa, Rodengo Saiano, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Sant'Antonio : COD.ASL 17163/2R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
OME: Via Battola : Martignano : COD.ASL 17123/3R ,OME,Via Battola,"Via Battola, OME, BS, Lombardia, Italia",POINT
Ome : Piazza del Mercato,Ome,Piazza del Mercato,"Piazza del Mercato, Ome, BS, Lombardia, Italia",POINT
OSPITALETTO: Via Leopardi : COD.ASL 17127/2R ,OSPITALETTO,Via Leopardi,"Via Leopardi, OSPITALETTO, BS, Lombardia, Italia",POINT
OSPITALETTO: Via Martiri della Libertà : COD.ASL 17127/3R ,OSPITALETTO,Via Martiri della Libertà,"Via Martiri della Libertà, OSPITALETTO, BS, Lombardia, Italia",POINT
OME: Piazza Aldo Moro : COD.ASL 17123/1R ,OME,Piazza Aldo Moro,"Piazza Aldo Moro, OME, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via San Francesco : COD.ASL 17163/1R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
OME: Via Goiane angolo via San Michele : COD.ASL 17123/2R ,OME,Via Goiane angolo via San Michele,"Via Goiane angolo via San Michele, OME, BS, Lombardia, Italia",POINT
LONATO: Via Maguzzano : COD.ASL 17092/8R ,LONATO,Via Maguzzano,"Via Maguzzano, LONATO, BS, Lombardia, Italia",POINT
LONATO: Via XXIV Maggio : Sedena : COD.ASL 17092/5R ,LONATO,Via XXIV Maggio,"Via XXIV Maggio, LONATO, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Alighieri : San Vito : COD.ASL 17014/4R ,BEDIZZOLE,Via Alighieri,"Via Alighieri, BEDIZZOLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Arzaga : COD.ASL 17092/4R ,BEDIZZOLE,Via Arzaga,"Via Arzaga, BEDIZZOLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Valsabbia,BEDIZZOLE,Via Valsabbia,"Via Valsabbia, BEDIZZOLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Signorina angolo Via Barazzola : COD.ASL 17014/1R ,BEDIZZOLE,Via Signorina angolo Via Barazzola,"Via Signorina angolo Via Barazzola, BEDIZZOLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Macesina : COD.ASL 17014/3R ,BEDIZZOLE,Via Macesina,"Via Macesina, BEDIZZOLE, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
Bedizzole : Piazzale Europa,Bedizzole,Piazzale Europa,"Piazzale Europa, Bedizzole, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Libertà angolo Via IV Novembre : COD.ASL 17014/2R ,BEDIZZOLE,Via Libertà angolo Via IV Novembre,"Via Libertà angolo Via IV Novembre, BEDIZZOLE, BS, Lombardia, Italia",POINT
LONATO: Madonna della Scoperta : COD.ASL 17092/9R ,LONATO,Madonna della Scoperta,"Madonna della Scoperta, LONATO, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Trento : Fenili Belasi : COD.ASL 17037/3R ,CAPRIANO DEL COLLE,Via Trento,"Via Trento, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
Capriano del Colle : Via Garibaldi ,Capriano del Colle,Via Garibaldi,"Via Garibaldi, Capriano del Colle, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Morari : COD.ASL 17037/1R ,CAPRIANO DEL COLLE,Via Morari,"Via Morari, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Bonfadio : COD.ASL 17164/3R,ROE VOLCIANO,Via Bonfadio,"Via Bonfadio, ROE VOLCIANO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Odorici : COD.ASL 17164/2R,ROE VOLCIANO,Via Odorici,"Via Odorici, ROE VOLCIANO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Missane : COD.ASL 17164/4R,ROE VOLCIANO,Via Missane,"Via Missane, ROE VOLCIANO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Berniga : COD.ASL 17201/4R,VILLANUOVA SUL CLISI,Via Berniga,"Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Pier : COD.ASL 17201/1R,VILLANUOVA SUL CLISI,Via Ponte Pier,"Via Ponte Pier, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Odorici : COD.ASL 17164/2R,ROE VOLCIANO,Via Odorici,"Via Odorici, ROE VOLCIANO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Ascensione : COD.ASL 17164/1R,ROE VOLCIANO,Via Ascensione,"Via Ascensione, ROE VOLCIANO, BS, Lombardia, Italia",POINT
POLAVENO: Via Tonetti : Gombio : COD.ASL 17144/2R ,POLAVENO,Via Tonetti,"Via Tonetti, POLAVENO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Boschetti : COD.ASL 17169/6R ,SALE MARASINO,Via Boschetti,"Via Boschetti, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Villaggio Motta : COD.ASL 17169/4R ,SALE MARASINO,Villaggio Motta,"Villaggio Motta, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Valle : COD.ASL 17169/1R ,SALE MARASINO,Via Valle,"Via Valle, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Riva : Maspiano : COD.ASL 17169/3R ,SALE MARASINO,Via Riva,"Via Riva, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Cimitero : COD.ASL 17169/7R ,SALE MARASINO,Cimitero,"Cimitero, SALE MARASINO, BS, Lombardia, Italia",POINT
Polaveno : via Petrarca (Gombio),Polaveno,via Petrarca (Gombio),"via Petrarca (Gombio), Polaveno, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Presso : COD.ASL 17169/2R ,SALE MARASINO,Via Presso,"Via Presso, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Dante : COD.ASL 17169/5R ,SALE MARASINO,Via Dante,"Via Dante, SALE MARASINO, BS, Lombardia, Italia",POINT
FIESSE: Strada Cadimarco : COD.ASL 17071/2R ,FIESSE,Strada Cadimarco,"Strada Cadimarco, FIESSE, BS, Lombardia, Italia",POINT
FIESSE: Via Denti : zona industriale Cadimarco,FIESSE,Via Denti,"Via Denti, FIESSE, BS, Lombardia, Italia",POINT
ISORELLA: Via De Gasperi angolo via Berardo Maggi : COD.ASL 17086/2R ,ISORELLA,Via De Gasperi angolo via Berardo Maggi,"Via De Gasperi angolo via Berardo Maggi, ISORELLA, BS, Lombardia, Italia",POINT
VISANO: Piazza Castello : COD.ASL 17203/7R,VISANO,Piazza Castello,"Piazza Castello, VISANO, BS, Lombardia, Italia",POINT
ACQUAFREDDA: Via Repubblica : COD.ASL 17001/1R ,ACQUAFREDDA,Via Repubblica,"Via Repubblica, ACQUAFREDDA, BS, Lombardia, Italia",POINT
Acquafredda : Strada Provinciale XI ,Acquafredda,Strada Provinciale XI,"Strada Provinciale XI, Acquafredda, BS, Lombardia, Italia",POINT
Visano : Via G. Matteotti,Visano,Via G. Matteotti,"Via G. Matteotti, Visano, BS, Lombardia, Italia",POINT
VISANO: Via Padre Piamarta : COD.ASL 17203/8R,VISANO,Via Padre Piamarta,"Via Padre Piamarta, VISANO, BS, Lombardia, Italia",POINT
ACQUAFREDDA: Via Marconi,ACQUAFREDDA,Via Marconi,"Via Marconi, ACQUAFREDDA, BS, Lombardia, Italia",POINT
Isorella : Via de Gasperi,Isorella,Via de Gasperi,"Via de Gasperi, Isorella, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Boschetti : COD.ASL 17169/6R ,SALE MARASINO,Via Boschetti,"Via Boschetti, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Villaggio Motta : COD.ASL 17169/4R ,SALE MARASINO,Villaggio Motta,"Villaggio Motta, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Valle : COD.ASL 17169/1R ,SALE MARASINO,Via Valle,"Via Valle, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Riva : Maspiano : COD.ASL 17169/3R ,SALE MARASINO,Via Riva,"Via Riva, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Cimitero : COD.ASL 17169/7R ,SALE MARASINO,Cimitero,"Cimitero, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Presso : COD.ASL 17169/2R ,SALE MARASINO,Via Presso,"Via Presso, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Dante : COD.ASL 17169/5R ,SALE MARASINO,Via Dante,"Via Dante, SALE MARASINO, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Trento : Fenili Belasi : COD.ASL 17037/3R ,CAPRIANO DEL COLLE,Via Trento,"Via Trento, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
Capriano del Colle : Via Garibaldi ,Capriano del Colle,Via Garibaldi,"Via Garibaldi, Capriano del Colle, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
Capriano del Colle : Fenili Belasi,Capriano del Colle,Fenili Belasi,"Fenili Belasi, Capriano del Colle, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Tese : COD.ASL 17037/2R ,CAPRIANO DEL COLLE,Via Tese,"Via Tese, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Morari : COD.ASL 17037/1R ,CAPRIANO DEL COLLE,Via Morari,"Via Morari, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
GUSSAGO: Via Civine : COD.ASL 17081/3R ,GUSSAGO,Via Civine,"Via Civine, GUSSAGO, BS, Lombardia, Italia",POINT
POLAVENO: Via Tonetti : Gombio : COD.ASL 17144/2R ,POLAVENO,Via Tonetti,"Via Tonetti, POLAVENO, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Paolo VI : COD.ASL 17163/3R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
Gussago : Via Sale,Gussago,Via Sale,"Via Sale, Gussago, BS, Lombardia, Italia",POINT
Rodengo Saiano : Viale Europa,Rodengo Saiano,Viale Europa,"Viale Europa, Rodengo Saiano, BS, Lombardia, Italia",POINT
GUSSAGO: Via Kennedy : Casaglio,GUSSAGO,Via Kennedy,"Via Kennedy, GUSSAGO, BS, Lombardia, Italia",POINT
CELLATICA: Via Aldo Moro : COD.ASL 17048/1R ,CELLATICA,Via Aldo Moro,"Via Aldo Moro, CELLATICA, BS, Lombardia, Italia",POINT
GUSSAGO: Piazza San Lorenzo : COD.ASL 17081/2R ,GUSSAGO,Piazza San Lorenzo,"Piazza San Lorenzo, GUSSAGO, BS, Lombardia, Italia",POINT
GUSSAGO: Via San Zenone : Ronco : COD.ASL 17081/5R ,GUSSAGO,Via San Zenone,"Via San Zenone, GUSSAGO, BS, Lombardia, Italia",POINT
POLAVENO: Via Peli : San Giovanni : COD.ASL 17144/1R ,POLAVENO,Via Peli,"Via Peli, POLAVENO, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via Sant'Antonio : COD.ASL 17163/2R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
Polaveno : via Petrarca (Gombio),Polaveno,via Petrarca (Gombio),"via Petrarca (Gombio), Polaveno, BS, Lombardia, Italia",POINT
OME: Via Battola : Martignano : COD.ASL 17123/3R ,OME,Via Battola,"Via Battola, OME, BS, Lombardia, Italia",POINT
BRIONE: Via S.Zenone : COD.ASL 17030/1R ,BRIONE,Via S.Zenone,"Via S.Zenone, BRIONE, BS, Lombardia, Italia",POINT
GUSSAGO: Via Seriola : Navezze : COD.ASL 17081/4R ,GUSSAGO,Via Seriola,"Via Seriola, GUSSAGO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Trieste : Sale : COD.ASL 17081/1R ,GUSSAGO,Via Trieste,"Via Trieste, GUSSAGO, BS, Lombardia, Italia",POINT
POLAVENO: Via Moro : COD.ASL 17144/3R ,POLAVENO,Via Moro,"Via Moro, POLAVENO, BS, Lombardia, Italia",POINT
Brione : Strada Provinciale X,Brione,Strada Provinciale X,"Strada Provinciale X, Brione, BS, Lombardia, Italia",POINT
Ome : Piazza del Mercato,Ome,Piazza del Mercato,"Piazza del Mercato, Ome, BS, Lombardia, Italia",POINT
OME: Piazza Aldo Moro : COD.ASL 17123/1R ,OME,Piazza Aldo Moro,"Piazza Aldo Moro, OME, BS, Lombardia, Italia",POINT
GUSSAGO: Via Carrebbio,GUSSAGO,Via Carrebbio,"Via Carrebbio, GUSSAGO, BS, Lombardia, Italia",POINT
RODENGO:SAIANO: Via San Francesco : COD.ASL 17163/1R ,RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia, Italia",POINT
OME: Via Goiane angolo via San Michele : COD.ASL 17123/2R ,OME,Via Goiane angolo via San Michele,"Via Goiane angolo via San Michele, OME, BS, Lombardia, Italia",POINT
MAZZANO: Rotonda Paolo VI,MAZZANO,Rotonda Paolo VI,"Rotonda Paolo VI, MAZZANO, BS, Lombardia, Italia",POINT
PAITONE: Via Chiosetto : COD.ASL 17132/1R,PAITONE,Via Chiosetto,"Via Chiosetto, PAITONE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Sopranico : COD.ASL 17193/4R,VALLIO TERME,Via Sopranico,"Via Sopranico, VALLIO TERME, BS, Lombardia, Italia",POINT
MAZZANO: Via Conti Emili : COD.ASL 17107/1R,MAZZANO,Via Conti Emili,"Via Conti Emili, MAZZANO, BS, Lombardia, Italia",POINT
NUVOLERA: Via Livelli : COD.ASL 17120/1R,NUVOLERA,Via Livelli,"Via Livelli, NUVOLERA, BS, Lombardia, Italia",POINT
SERLE: Piazza Boifava : COD.ASL 17178/1R ,SERLE,Piazza Boifava,"Piazza Boifava, SERLE, BS, Lombardia, Italia",POINT
SERLE: Via XXV Aprile : Villa : COD.ASL 17178/4R ,SERLE,Via XXV Aprile,"Via XXV Aprile, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Roma : COD.ASL 17193/7R,VALLIO TERME,Via Roma,"Via Roma, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Suor S. Bodei : COD.ASL 17193/1R,VALLIO TERME,Via Suor S. Bodei,"Via Suor S. Bodei, VALLIO TERME, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Valsabbia,BEDIZZOLE,Via Valsabbia,"Via Valsabbia, BEDIZZOLE, BS, Lombardia, Italia",POINT
BOTTICINO: Piazza Aldo Moro : COD.ASL 17023/3R ,BOTTICINO,Piazza Aldo Moro,"Piazza Aldo Moro, BOTTICINO, BS, Lombardia, Italia",POINT
SERLE: Via Castello : COD.ASL 17178/3R ,SERLE,Via Castello,"Via Castello, SERLE, BS, Lombardia, Italia",POINT
SERLE: Via Leopardi : COD.ASL 17178/5R ,SERLE,Via Leopardi,"Via Leopardi, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Caschino : COD.ASL 17193/5R,VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Repubblica : COD.ASL 17193/2R,VALLIO TERME,Via Repubblica,"Via Repubblica, VALLIO TERME, BS, Lombardia, Italia",POINT
Nuvolera : Via Camprelle,Nuvolera,Via Camprelle,"Via Camprelle, Nuvolera, BS, Lombardia, Italia",POINT
NUVOLERA: Via Valle : COD.ASL 17120/4R,NUVOLERA,Via Valle,"Via Valle, NUVOLERA, BS, Lombardia, Italia",POINT
NUVOLERA: Via Roma,NUVOLERA,Via Roma,"Via Roma, NUVOLERA, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
Paitone : Via F. Braga,Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia, Italia",POINT
NUVOLERA: Via Soldo : COD.ASL 17120/2R,NUVOLERA,Via Soldo,"Via Soldo, NUVOLERA, BS, Lombardia, Italia",POINT
SERLE: Via Salvandine : COD.ASL 17178/2R ,SERLE,Via Salvandine,"Via Salvandine, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Paolo VI : Oriolo : COD.ASL 17193/6R,VALLIO TERME,Via Paolo VI,"Via Paolo VI, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Porle : COD.ASL 17193/3R,VALLIO TERME,Via Porle,"Via Porle, VALLIO TERME, BS, Lombardia, Italia",POINT
PAITONE: Via Pospesio : COD.ASL 17132/2R,PAITONE,Via Pospesio,"Via Pospesio, PAITONE, BS, Lombardia, Italia",POINT
PAITONE: Via Sarzena : COD.ASL 17132/3R,PAITONE,Via Sarzena,"Via Sarzena, PAITONE, BS, Lombardia, Italia",POINT
Pavone del Mella : Via Trieste,Pavone del Mella,Via Trieste,"Via Trieste, Pavone del Mella, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Marconi,PAVONE DEL MELLA,Via Marconi,"Via Marconi, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Via Borgo Sopra : COD.ASL 17152/3R ,PRALBOINO,Via Borgo Sopra,"Via Borgo Sopra, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via Mazzini : COD.ASL 17152/2R ,PRALBOINO,Via Mazzini,"Via Mazzini, PRALBOINO, BS, Lombardia, Italia",POINT
MILZANO: Via Europa angolo Via Gramsci : COD.ASL 17108/1R,MILZANO,Via Europa angolo Via Gramsci,"Via Europa angolo Via Gramsci, MILZANO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Don Bosco : COD.ASL 17137/2R ,PAVONE DEL MELLA,Via Don Bosco,"Via Don Bosco, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
SENIGA: Via Regona : COD.ASL 17177/3R ,SENIGA,Via Regona,"Via Regona, SENIGA, BS, Lombardia, Italia",POINT
MILZANO: Via Dott. Galli angolo Via Maestà,MILZANO,Via Dott. Galli angolo Via Maestà,"Via Dott. Galli angolo Via Maestà, MILZANO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Togliatti : COD.ASL 17137/1R ,PAVONE DEL MELLA,Via Togliatti,"Via Togliatti, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Largo IV Novembre,PRALBOINO,Largo IV Novembre,"Largo IV Novembre, PRALBOINO, BS, Lombardia, Italia",POINT
SENIGA: Via Castello : COD.ASL 17177/2R ,SENIGA,Via Castello,"Via Castello, SENIGA, BS, Lombardia, Italia",POINT
PRALBOINO: Via XX Settembre : COD.ASL 17152/1R ,PRALBOINO,Via XX Settembre,"Via XX Settembre, PRALBOINO, BS, Lombardia, Italia",POINT
Milzano : via Fratelli Bandiera,Milzano,via Fratelli Bandiera,"via Fratelli Bandiera, Milzano, BS, Lombardia, Italia",POINT
Pralboino :  Via Dante Alighieri,Pralboino,Via Dante Alighieri,"Via Dante Alighieri, Pralboino, BS, Lombardia, Italia",POINT
MILZANO: Via Battisti angolo Vicolo Magenta : COD.ASL 17108/2R,MILZANO,Via Battisti angolo Vicolo Magenta,"Via Battisti angolo Vicolo Magenta, MILZANO, BS, Lombardia, Italia",POINT
SENIGA: Via Roda angolo Via Aldo Moro : COD.ASL 17177/1R ,SENIGA,Via Roda angolo Via Aldo Moro,"Via Roda angolo Via Aldo Moro, SENIGA, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via Casacce : COD. ASL 17172/3R,SAN GERVASIO,Via Casacce,"Via Casacce, SAN GERVASIO, BS, Lombardia, Italia",POINT
Pavone del Mella : Via Trieste,Pavone del Mella,Via Trieste,"Via Trieste, Pavone del Mella, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Marconi,PAVONE DEL MELLA,Via Marconi,"Via Marconi, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Via Borgo Sopra : COD.ASL 17152/3R ,PRALBOINO,Via Borgo Sopra,"Via Borgo Sopra, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via Mazzini : COD.ASL 17152/2R ,PRALBOINO,Via Mazzini,"Via Mazzini, PRALBOINO, BS, Lombardia, Italia",POINT
MILZANO: Via Europa angolo Via Gramsci : COD.ASL 17108/1R,MILZANO,Via Europa angolo Via Gramsci,"Via Europa angolo Via Gramsci, MILZANO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Don Bosco : COD.ASL 17137/2R ,PAVONE DEL MELLA,Via Don Bosco,"Via Don Bosco, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
MILZANO: Via Dott. Galli angolo Via Maestà,MILZANO,Via Dott. Galli angolo Via Maestà,"Via Dott. Galli angolo Via Maestà, MILZANO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Togliatti : COD.ASL 17137/1R ,PAVONE DEL MELLA,Via Togliatti,"Via Togliatti, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Largo IV Novembre,PRALBOINO,Largo IV Novembre,"Largo IV Novembre, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via XX Settembre : COD.ASL 17152/1R ,PRALBOINO,Via XX Settembre,"Via XX Settembre, PRALBOINO, BS, Lombardia, Italia",POINT
Milzano : via Fratelli Bandiera,Milzano,via Fratelli Bandiera,"via Fratelli Bandiera, Milzano, BS, Lombardia, Italia",POINT
Pralboino :  Via Dante Alighieri,Pralboino,Via Dante Alighieri,"Via Dante Alighieri, Pralboino, BS, Lombardia, Italia",POINT
MILZANO: Via Battisti angolo Vicolo Magenta : COD.ASL 17108/2R,MILZANO,Via Battisti angolo Vicolo Magenta,"Via Battisti angolo Vicolo Magenta, MILZANO, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
OSPITALETTO: Via Martiri della Libertà : COD.ASL 17127/3R ,OSPITALETTO,Via Martiri della Libertà,"Via Martiri della Libertà, OSPITALETTO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Moro : COD.ASL 17077/1R,GAVARDO,Piazza Moro,"Piazza Moro, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Pesa : Limone : COD.ASL 17077/6R,GAVARDO,Piazza Pesa,"Piazza Pesa, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Cimitero : Sopraponte : COD.ASL 17077/3R,GAVARDO,Cimitero,"Cimitero, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Via Sant'Antonio : Quarena : COD.ASL 17077/4R,GAVARDO,Via Sant'Antonio,"Via Sant'Antonio, GAVARDO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Missane : COD.ASL 17164/4R,ROE VOLCIANO,Via Missane,"Via Missane, ROE VOLCIANO, BS, Lombardia, Italia",POINT
GAVARDO: Via S. Pellegrino : COD.ASL 17077/2R,GAVARDO,Via S. Pellegrino,"Via S. Pellegrino, GAVARDO, BS, Lombardia, Italia",POINT
Villanuova sul Clisi : Piazza Roma,Villanuova sul Clisi,Piazza Roma,"Piazza Roma, Villanuova sul Clisi, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Macesina : COD.ASL 17014/3R ,BEDIZZOLE,Via Macesina,"Via Macesina, BEDIZZOLE, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Chiese : Valverde : COD.ASL 17201/2R,VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Pesa : Limone : COD.ASL 17077/6R,GAVARDO,Piazza Pesa,"Piazza Pesa, GAVARDO, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Arzaga : COD.ASL 17092/4R ,BEDIZZOLE,Via Arzaga,"Via Arzaga, BEDIZZOLE, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Civine : COD.ASL 17081/3R ,GUSSAGO,Via Civine,"Via Civine, GUSSAGO, BS, Lombardia, Italia",POINT
